CN ID,Title,Agency,Publish Date,Category,Contract Start Date,Contract End Date,Value (AUD),ATM ID,Supplier Name,LastUpdated
CN3099102,Mobile phone services,Attorney-General's Department,29-May-15,Mobile phones,21-May-15,20-May-17,1320000,10007294,Telstra,29/05/2015 9:52
CN3283234,Lending Rights redevelopment Provision of a Web Based Lending Rights Online Sys,Attorney-General's Department,7-Aug-15,Computer Equipment and Accessories,3-Aug-15,31-Dec-15,989150.8,10006925,Fujitsu Australia Ltd,7/08/2015 10:01
CN3079722,Desktop refresh,Attorney-General's Department,22-May-15,Computer Equipment and Accessories,18-May-15,30-Jun-19,987063,10007226,Ethan Group Pty Ltd,22/05/2015 11:18
CN2951332,ICT Services MoU,Austrade,30-Mar-15,Components for information technology or broadcasting or telecommunications,5-Feb-15,30-Jun-17,780000,,Department of Foreign Affairs and Trade,30/03/2015 16:36
CN3017602,SWAPP2015 Purchase of Desktop Hardware and Services,Austrade,28-Apr-15,Computer Equipment and Accessories,13-Apr-15,12-Apr-18,2571305,,Ethan Group Pty Ltd,28/04/2015 15:00
CN3032162,Cisco servers and network equipment,Australian Bureau of Statistics,5-May-15,Computer servers,20-Jan-15,20-Jan-16,1513472.39,ABS2015.129,Dimension Data Aust Pty Ltd,5/05/2015 12:01
CN2918272,Anti virus software,Australian Bureau of Statistics,13-Mar-15,Software,28-Feb-15,27-Feb-18,999495.87,ABS2015.161,ASI Solutions,13/03/2015 11:48
CN3003332,Microsoft Lync software licences,Australian Bureau of Statistics,22-Apr-15,Software,10-Apr-15,30-Jun-15,916055.21,FIN11/AGIO11,Data#3 Ltd,22/04/2015 10:07
CN3039882,Acer Aspire R13 notebooks,Australian Bureau of Statistics,7-May-15,Notebook computers,1-Apr-15,30-Jun-15,1540110,FIN10/AGI001,Acer Computer Australia Pty Ltd,7/05/2015 15:52
CN3039942,Acer Inspire R13 laptops,Australian Bureau of Statistics,7-May-15,Notebook computers,1-Apr-15,30-Jun-15,1400850,FIN10/AGI001,Acer Computer Australia Pty Ltd,7/05/2015 15:56
CN3292023,Implementation of Stream 2 - Sharepoint Customer Relationship Module and Business System - Projects,Australian Centre for International Agricultural Research,11-Sep-15,Components for information technology or broadcasting or telecommunications,7-Sep-15,24-Dec-15,1110208,,StarTech IT Consulting Pty Ltd,11/09/2015 9:59
CN3287671-A1,Ongoing Spectrum Auction IT Capability,Australian Communications and Media Authority (ACMA),24-Aug-15,Software,21-Jul-15,31-Oct-18,1452000,14ACMA192,Power Auctions LLC,1/04/2016 11:29
CN2826122-A2,Project Holistic Engineering and Licensing Management (HELM) and SPECTRA,Australian Communications and Media Authority (ACMA),30-Jan-15,Software,27-Nov-14,26-Nov-19,7710293.15,14ACMA187,Rohde & Schwarz (Aust) Pty Ltd,29/03/2016 10:08
CN3007802,Supply of radio equipment,Australian Federal Police,24-Apr-15,Communications Devices and Accessories,20-Apr-15,30-Jun-15,713279.6,RFT 29-2010,Motorola Solutions Australia Proprietary Limited,24/04/2015 14:07
CN3021402,Supply of laptops,Australian Federal Police,30-Apr-15,Computer Equipment and Accessories,27-Apr-15,27-Apr-19,626010,FIN10/AGI001,Dell Australia Pty Limited,30/04/2015 15:54
CN3021422,Supply of desktop computers,Australian Federal Police,30-Apr-15,Computer Equipment and Accessories,27-Apr-15,27-Apr-19,2593506.74,FIN10/AGI001,Dell Australia Pty Limited,30/04/2015 15:54
CN3021532,Supply of tablets and accessories,Australian Federal Police,30-Apr-15,Computer Equipment and Accessories,30-Apr-15,30-Apr-19,549010,FIN10/AGI001,Ethan Group Pty Ltd,30/04/2015 15:55
CN3124272,Supply of computer equipment,Australian Federal Police,4-Jun-15,Computer Equipment and Accessories,1-Jun-15,25-Jun-16,989326.65,FIN11/COO009,Dimension Data Australia Pty Ltd,4/06/2015 11:56
CN2881782,Supply of hardware,Australian Federal Police,26-Feb-15,Computer Equipment and Accessories,13-Feb-15,12-Feb-16,702796.09,,Oracle Corporation Australia Pty Ltd,26/02/2015 11:40
CN2881902,Supply of computer equipment and accesories,Australian Federal Police,26-Feb-15,Computer Equipment and Accessories,20-Mar-15,19-Mar-18,984252.12,FIN11/COO009,Frontline Systems Australia Pty Limited,26/02/2015 11:42
CN2992032,Supply of computer hardware and software,Australian Federal Police,17-Apr-15,Computer Equipment and Accessories,14-Apr-15,13-Apr-16,695557.07,,Oracle Corporation Australia Pty Ltd,17/04/2015 13:53
CN2992082,Supply of computer equipment,Australian Federal Police,17-Apr-15,Computer Equipment and Accessories,15-Apr-15,15-Apr-19,1099435.04,FIN10/AGI001,Dell Australia Pty Limited,17/04/2015 13:54
CN3231122,Provision of a software licence FY2016,Australian Federal Police,6-Jul-15,Software,1-Jul-15,30-Jun-16,1368337.08,FIN11/AGI011,Data #3 Limited.,6/07/2015 10:14
CN3097312,Supply of computer equipment,Australian Federal Police,28-May-15,Computer Equipment and Accessories,22-May-15,25-Jun-20,550443.3,FIN11/COO009,Dell Australia Pty Limited,28/05/2015 12:10
CN3146822,Supply of network equipment,Australian Federal Police,12-Jun-15,Computer Equipment and Accessories,18-May-15,21-Jun-18,796690.24,FIN11/COO009,Dimension Data Australia Pty Ltd,12/06/2015 10:51
CN3146842,Supply of desktop computers,Australian Federal Police,12-Jun-15,Computer Equipment and Accessories,11-Jun-15,11-Jun-19,3679500,FIN10/AGI001,Dell Australia Pty Limited,12/06/2015 10:52
CN3180482,Supply of computer equipment,Australian Federal Police,22-Jun-15,Computer Equipment and Accessories,29-May-15,28-Jun-19,1398446.03,FIN11/COO009,Fujitsu Australia Ltd,22/06/2015 11:43
CN2858572,Desktop Computers and Monitiors for Staff use.,Australian Human Rights Commission,13-Feb-15,Computer Equipment and Accessories,29-Jan-15,28-Mar-15,524705.57,,HP FINANCIAL SERVICES (AUST),13/02/2015 16:13
CN3290769-A1,Provision of an AIS Services Manager,Australian Maritime Safety Authority,4-Sep-15,Software,26-Sep-12,30-Jun-16,655816.5,12AMSA016,Australian Maritime Systems Limited,1/04/2016 11:35
CN3242722,Provision of Senior Project Management Services.,Australian Maritime Safety Authority,8-Jul-15,Components for information technology or broadcasting or telecommunications,1-Jul-15,30-Jun-17,550000,20000194,Jebel Consultant group Pty Ltd,8/07/2015 14:16
CN3061272-A1,FMIS update,Australian Maritime Safety Authority,14-May-15,Software,15-Apr-15,28-Jan-21,926998.88,,Technology One Pty Ltd,3/02/2016 14:45
CN3290731,Provision of ICT Infrastructure Services,Australian Maritime Safety Authority,4-Sep-15,Components for information technology or broadcasting or telecommunications,8-Aug-14,7-Aug-19,19157925.5,,ASG Group Limited,4/09/2015 15:43
CN3309831,FINANCE SYSTEMS INFRASTRUCTURE STAGE 2,Australian Prudential Regulation Authority (APRA),8-Dec-15,Software,16-Nov-15,10-Jun-16,616605,,UXC CONSULTING PTY LTD,8/12/2015 16:59
CN2819612-A10,NextGen ECM - content migration - for transition from Objective to Sharepoint CN 1582,Australian Securities and Investments Commission,27-Jan-15,Software,9-Jan-15,22-Apr-16,618832,,Search365 Pty Ltd (FirstServis Pty Ltd),4/04/2016 9:35
CN3184022,Software Support & Maintenance,Australian Taxation Office,23-Jun-15,Software,22-Jun-15,30-Jun-16,769962.19,,INFORMATICA AUSTRALIA PTY LTD,23/06/2015 10:24
CN3283507,Provision of Visualisation Solution,Australian Taxation Office,7-Aug-15,Software,31-Jul-15,30-Jul-18,2139236,RFQ 14.157-2,SAS INSTITUTE AUSTRALIA PTY LTD,7/08/2015 16:28
CN2958202,Renewal of Oracle Siebel support & maintenance,Australian Taxation Office,31-Mar-15,Software,23-Mar-15,22-Mar-16,1711956.95,,Oracle Corporation Australia Pty Limited,31/03/2015 15:36
CN3296398,Premier Support Services,Australian Taxation Office,2-Oct-15,Software,1-Oct-15,31-Mar-16,1026238.75,,MICROSOFT PTY LTD,2/10/2015 12:02
CN2819392,Genesys Maintenance Licence,Australian Taxation Office,27-Jan-15,Software,1-Jan-15,30-Jun-18,15233592.83,,OPTUS NETWORKS PTY LTD,27/01/2015 8:56
CN2859552,1445 x Apple iPad Air2 64GB,Australian Taxation Office,16-Feb-15,Computer Equipment and Accessories,10-Feb-15,13-Feb-15,1270010.5,,ETHAN GROUP PTY LTD,16/02/2015 10:58
CN3309172,Software,Australian Taxation Office,7-Dec-15,Software,1-Nov-15,1-Jan-19,985666,,ACRONYMIT PTY LIMITED,7/12/2015 14:46
CN3272832,XenDesktop Platinum Licenses with 1 Year SWM,Australian Taxation Office,16-Jul-15,Software,27-Jun-15,26-Jun-16,739498.76,,Citrix Systems Asia Pacific Pty Ltd,16/07/2015 17:14
CN2972152,Provision of Z820 Workstations,Australian Taxation Office,8-Apr-15,Computer Equipment and Accessories,31-Mar-15,30-Apr-15,927767.28,,HEWLETT-PACKARD AUSTRALIA PTY,8/04/2015 10:22
CN3301883,Software,Australian Taxation Office,3-Nov-15,Software,28-Oct-15,29-Sep-16,549047.12,,EKTRON,3/11/2015 10:14
CN3312521,Software,Australian Taxation Office,23-Dec-15,Software,1-Jan-16,31-Dec-16,1374657.01,,SAP Australia Pty Ltd,23/12/2015 10:05
CN3180992,"2800 x Acer B246 HL 24"" monitors and 2400 stands",Australian Taxation Office,22-Jun-15,Computer Equipment and Accessories,18-Jun-15,26-Jun-15,609400,,ACER COMPUTER AUSTRALIA PTY LTD,22/06/2015 12:17
CN3181012,BroadPad Self Hosted Licences 2015 - 2018 Previously gazetted CN:10.157-0-1,Australian Taxation Office,22-Jun-15,Software,18-Jun-15,30-Jun-18,564678.54,,LOCKHEED MARTIN AUSTRALIA P/L,22/06/2015 12:17
CN3283181,Virtual Server Farm replacement.,Australian War Memorial,6-Aug-15,Components for information technology or broadcasting or telecommunications,30-Jun-15,30-Jun-20,651295.14,,Infront Systems Pty Ltd,6/08/2015 17:08
CN3154312,VBLOCK 320 & 340 Storage Expansion,Bureau of Meteorology,19-Jun-15,Computer Equipment and Accessories,29-May-15,30-Jun-15,2097042.92,159-2014-15,Dimension Data Australia Pty Ltd,19/06/2015 8:40
CN3154482,Corporate Virtual Desktop Infrastructure,Bureau of Meteorology,19-Jun-15,Communications Devices and Accessories,9-Jun-15,30-Jun-15,533896,160-2014-15,Dell Australia  Pty Ltd,19/06/2015 8:13
CN3154602,Oracle Software Update Licence & Support,Bureau of Meteorology,19-Jun-15,Software,31-May-15,30-Jun-16,787137.98,132-2014-15,Oracle Corporation Australia,19/06/2015 7:58
CN3291438,Mobile Telephony Services,Comcare,8-Sep-15,Components for information technology or broadcasting or telecommunications,25-May-12,27-May-16,528000,FIN10/AGI002,Telstra Corporation Limited,8/09/2015 11:32
CN3297778,PROVISION OF SOFTWARE,Comsuper,12-Oct-15,Software,30-Sep-15,11-Sep-18,1000395,,SAS Institute Australia Pty. Limited,12/10/2015 9:47
CN3106112,"Netapp Hardware, Software and Professional Services",Comsuper,1-Jun-15,Computer servers,1-Jun-15,1-Jun-18,1729930.12,,UXC Connect,1/06/2015 9:40
CN3002742-A1,WAN Network Carriage Services,CrimTrac,21-Apr-15,Communications Devices and Accessories,9-Apr-15,30-Jun-18,1051437.1,RFQ IBNCS 159,Nextgen Networks Pty Ltd,7/01/2016 15:19
CN3155132,Oracle maintenance and support for 2015-16,CrimTrac,15-Jun-15,Software,21-May-15,20-May-16,512831.01,C15/57,Oracle Corporation Australia,15/06/2015 17:13
CN3155152,Additional Storage Hardware,CrimTrac,15-Jun-15,Computer Equipment and Accessories,16-Jun-15,31-Dec-15,810066.7,C15/56,Datacom Systems (ACT) Pty Ltd,15/06/2015 17:13
CN3277322,Microsoft Dynamics License,CSIRO,17-Jul-15,Software,1-Jul-15,30-Jun-16,1514806.62,RFT FIN11/AGI011,Data#3,17/07/2015 17:14
CN3284497,"Tape Drive Installation, Maintenance and Support",CSIRO,12-Aug-15,Computer Equipment and Accessories,20-Oct-14,20-Oct-17,582135,VP-21501,Southern Cross Computer Systems Pty Ltd,12/08/2015 16:02
CN2707381,Extension of the iVEC UQ RDSI existing disk arrays.   ,CSIRO,12-Aug-15,Components for information technology or broadcasting or telecommunications,24-Nov-14,24-Nov-19,2136559,CSIRORFQ2014-101,DataDirect Networks,12/08/2015 18:19
CN2905622,Computer Servers,Defence Materiel Organisation,10-Mar-15,Computer Equipment and Accessories,23-Feb-15,18-Apr-15,639061.28,,HEWLETT PACKARD AUSTRALIA LTD,10/03/2015 9:01
CN2905922,Computer Equipment and Accessories,Defence Materiel Organisation,10-Mar-15,Computer Equipment and Accessories,24-Feb-15,23-Apr-15,630987.52,,DIMENSION DATA AUSTRALIA PTY LTD,10/03/2015 9:06
CN2982982,Procurement High Grade Crypto Equipment (HGCE),Defence Materiel Organisation,14-Apr-15,Communications Devices and Accessories,10-Apr-15,15-Dec-16,648032.77,,FMS ACCOUNT,14/04/2015 10:28
CN2983082,Prime System Integrator (PSI) Contract,Defence Materiel Organisation,14-Apr-15,Communications Devices and Accessories,2-Apr-15,31-Jul-16,16957123.38,,RAYTHEON AUSTRALIA PTY LTD,14/04/2015 10:30
CN2983292,Servers,Defence Materiel Organisation,14-Apr-15,Computer servers,31-Mar-15,1-May-15,1013072.28,,HEWLETT-PACKARD AUSTRALIA PTY LTD,14/04/2015 10:33
CN2976542,Communication Devices and Accessories,Defence Materiel Organisation,9-Apr-15,Communications Devices and Accessories,23-Mar-15,22-Apr-15,1301403.4,,FUJITSU AUSTRALIA LIMITED,9/04/2015 12:31
CN3057732,EDAK Protective  Cases for Computer Equipments.,Defence Materiel Organisation,14-May-15,Computer Equipment and Accessories,7-May-15,7-Aug-15,509454,,SHOCKANDVIBRATION TECHNOLOGIES,14/05/2015 9:54
CN3058022,Computer Equipment and Accessories,Defence Materiel Organisation,14-May-15,Computer Equipment and Accessories,30-Mar-15,26-Apr-15,1458237,,DELL AUSTRALIA PTY LTD,14/05/2015 9:58
CN3070322,Purchase of ViaSat RT-1829 Radios,Defence Materiel Organisation,19-May-15,Communications Devices and Accessories,5-May-15,20-Jul-15,1427407.88,,"VIASAT, INC.",19/05/2015 11:01
CN2784902,Computers,Defence Materiel Organisation,5-Jan-15,Computers,18-Dec-14,30-Jun-16,1530703.93,,MICREO LIMITED,5/01/2015 9:33
CN2785052,Computers,Defence Materiel Organisation,5-Jan-15,Computers,18-Dec-14,30-Jun-16,1194910.2,,MICREO LIMITED,5/01/2015 9:35
CN2806952,ANZAC Ship Communication System,Defence Materiel Organisation,20-Jan-15,Data Voice or Multimedia Network Equipment or Platforms and Accessories,8-Jan-15,29-Sep-22,2966255.48,RFT 11/003,SELEX ES LTD,20/01/2015 9:18
CN2807012,Acquisition of Tactical Data Radios & ancillaries.,Defence Materiel Organisation,20-Jan-15,Communications Devices and Accessories,16-Jan-15,12-Jun-15,3171617.07,,RAYTHEON AUST PTY LTD,20/01/2015 9:18
CN2807032,Acquisition of Combat Net Radio and associated ancillaries,Defence Materiel Organisation,20-Jan-15,Communications Devices and Accessories,16-Jan-15,30-Aug-15,6574952.7,,HARRIS CORPORATION DBA HARRIS RF CO,20/01/2015 9:18
CN3188122,Specialist Equipment,Defence Materiel Organisation,23-Jun-15,Communications Devices and Accessories,3-Jun-15,30-Jun-16,833443,,DEPARTMENT OF DEFENSE,23/06/2015 12:16
CN3243662,Communication Equipment Repair Parts,Defence Materiel Organisation,8-Jul-15,Communications Devices and Accessories,25-Jun-15,24-Aug-15,945740.93,,THALES AUSTRALIA,8/07/2015 13:45
CN3244982,Lighting Arrester for communcations equipment.,Defence Materiel Organisation,8-Jul-15,Communications Devices and Accessories,25-Jun-15,8-Oct-15,748901.44,,HUBER AND SUHNER (AUST) PTY LTD,8/07/2015 13:58
CN2873512,Acquisition of Combat Net Radios and Ancillaries,Defence Materiel Organisation,24-Feb-15,Communications Devices and Accessories,15-Jan-15,11-Aug-15,12065190.43,,HARRIS CORPORATION DBA HARRIS RF CO,24/02/2015 10:03
CN2874272,Acquisition of Tactical Data Radios & ancillaries.,Defence Materiel Organisation,24-Feb-15,Communications Devices and Accessories,10-Feb-15,12-Jun-15,2397199.17,,RAYTHEON AUST PTY LTD,24/02/2015 10:09
CN2875072,Key Fill Devices and ancillaries,Defence Materiel Organisation,24-Feb-15,Communications Devices and Accessories,13-Feb-15,30-Jun-15,842598.28,,HARRIS CORPORATION DBA HARRIS RF CO,24/02/2015 10:15
CN2875642,Installation of Satellite Television services onboard Leewin,Defence Materiel Organisation,24-Feb-15,Communications Devices and Accessories,10-Feb-15,6-Dec-15,529973.4,DMO ESD/RFT0189/2012,ELECTROTECH AUSTRALIA PTY LTD,24/02/2015 10:19
CN2875702,Military Headsets,Defence Materiel Organisation,24-Feb-15,Communications Devices and Accessories,11-Feb-15,10-Jun-15,629382.46,,NIOA NOMINEES PTY LIMITED,24/02/2015 10:20
CN2953662,Acquisition of Tactical Data Radio Systems,Defence Materiel Organisation,31-Mar-15,Communications Devices and Accessories,16-Jan-15,30-Jun-15,3833463.66,,RAYTHEON AUSTRALIA PTY LTD,31/03/2015 10:16
CN2953762,Acquisition and Support of Radio Systems in support of the Australian Defence Force,Defence Materiel Organisation,31-Mar-15,Communications Devices and Accessories,23-Mar-15,30-Jun-15,973159.78,,HARRIS CORPORATION DBA HARRIS RF CO,31/03/2015 10:17
CN2956232,Procurement of Voice Switch Prototyping Works,Defence Materiel Organisation,31-Mar-15,Data Voice or Multimedia Network Equipment or Platforms and Accessories,17-Mar-15,17-Feb-16,994725.07,,BOEING DEFENCE AUSTRALIA LTD,31/03/2015 10:38
CN2956292,Procurement of Voice Switch Prototyping Works,Defence Materiel Organisation,31-Mar-15,Data Voice or Multimedia Network Equipment or Platforms and Accessories,17-Mar-15,17-Feb-16,850501.29,,BOEING DEFENCE AUSTRALIA LTD,31/03/2015 10:38
CN3033872,ICT Hardware & Accessories,Defence Materiel Organisation,5-May-15,Computer Equipment and Accessories,24-Apr-15,29-May-15,2298425.9,DA05/2013,TELSTRA CORPORATION LIMITED,5/05/2015 12:10
CN2786872,Track Management System - CCP 005,Defence Materiel Organisation,6-Jan-15,Software,22-Dec-14,30-Jun-15,907664.77,,NORTHROP GRUMMAN INTERNATIONAL,6/01/2015 8:50
CN3137242,ICT Hardware,Defence Materiel Organisation,9-Jun-15,Computer Equipment and Accessories,28-May-15,25-Jun-18,749700.6,,HEWLETT PACKARD AUSTRALIA LTD,9/06/2015 11:31
CN3139242,Mandril Licence & Support,Defence Materiel Organisation,9-Jun-15,Software,26-May-15,30-Jun-15,638463.41,,LOCKHEED MARTIN AUSTRALIA PTY,9/06/2015 11:53
CN2845242,Purchase of 15/16 Sonobuoys AN/SSQ-53 GPS DIFAR,Defence Materiel Organisation,10-Feb-15,Communications Devices and Accessories,29-Jan-15,30-Jul-15,894933.62,,SONOBUOY TECHSYSTEMS,10/02/2015 9:36
CN2845772,Secure COMMS equipment,Defence Materiel Organisation,10-Feb-15,Communications Devices and Accessories,12-Dec-14,30-Jun-15,1346134.36,,FMS ACCOUNT,10/02/2015 9:40
CN2924082,Software,Defence Materiel Organisation,17-Mar-15,Software,3-Mar-15,18-May-15,579242.64,,RED HAT ASIA-PACIFIC PTY LTD,17/03/2015 9:53
CN2926462,Servers,Defence Materiel Organisation,17-Mar-15,Computer servers,4-Mar-15,30-Apr-15,801185,,DELL AUSTRALIA PTY LIMITED,17/03/2015 10:13
CN2926562,Software Support,Defence Materiel Organisation,17-Mar-15,Software,4-Mar-15,30-Jun-16,1555210.48,,ULTRA ELECTRONICS ADVANCED TACTICAL,17/03/2015 10:14
CN3281701,Acquisition of the modernised communications system for the ANZAC Class Frigates.,Defence Materiel Organisation,30-Jun-15,Data Voice or Multimedia Network Equipment or Platforms and Accessories,20-May-14,29-Sep-22,29157295,RFT 11/003,SELEX ES LTD,30/06/2015 0:00
CN3281724,Software,Defence Materiel Organisation,30-Jun-15,Software,25-Sep-14,30-Sep-14,953357.38,09/01 ES,THALES AUSTRALIA,30/06/2015 0:00
CN3281795,Acquisition of the modernised communications system for the ANZAC Class Frigates.,Defence Materiel Organisation,30-Jun-15,Data Voice or Multimedia Network Equipment or Platforms and Accessories,20-Feb-14,29-Sep-22,3268494.82,RFT 11/003,SELEX ES LTD,30/06/2015 0:00
CN2998812,Desktop Hardware,Defence Materiel Organisation,21-Apr-15,Computer Equipment and Accessories,13-Apr-15,30-Jun-15,2674461.57,,HEWLETT PACKARD AUST LTD,21/04/2015 10:30
CN3000762,Software Maintenance,Defence Materiel Organisation,21-Apr-15,Software,10-Apr-15,30-Jun-16,815972.3,C439209,BERKELEY INFORMATION TECHNOLOGY,21/04/2015 10:47
CN3086912,Communication Device and Accessories,Defence Materiel Organisation,26-May-15,Communications Devices and Accessories,30-Apr-15,30-May-15,828165.8,,FUJITSU AUSTRALIA LIMITED,26/05/2015 9:13
CN3087002,Air Conditioning Units,Defence Materiel Organisation,26-May-15,Computer Equipment and Accessories,30-Apr-15,5-Aug-15,879948.3,,INNOVATIVE CLIMATE CONTROL PTY L,26/05/2015 9:15
CN3087012,Communication Devices and Accessories,Defence Materiel Organisation,26-May-15,Communications Devices and Accessories,30-Apr-15,29-May-15,1301403.4,,FUJITSU AUSTRALIA LIMITED,26/05/2015 9:15
CN3093692,Advance Field Artillery Tactical Data System,Defence Materiel Organisation,26-May-15,Software,12-May-15,31-Jul-16,8538362.91,,RAYTHEON COMPANY DBA RAYTHEON,26/05/2015 12:06
CN3094712,Tactical Range Extension System - Radio Over Internet Protocol,Defence Materiel Organisation,26-May-15,Communications Devices and Accessories,14-May-15,29-Mar-16,3075261.3,DMOLSD/RFT0113/2013,AVI PTY LTD,26/05/2015 12:25
CN3094742,Fire Control Software,Defence Materiel Organisation,26-May-15,Software,19-May-15,30-Jun-16,5464540.88,,FMS ACCOUNT,26/05/2015 12:25
CN3095292,Procurement of Global Positioning Software,Defence Materiel Organisation,26-May-15,Software,14-May-15,25-Jun-15,626076,,ULTIMATE POSITIONING GROUP PTY LTD,26/05/2015 12:35
CN3095402,Klas Voyager 8,Defence Materiel Organisation,26-May-15,Network security equipment,14-May-15,30-May-15,1013493.69,,KLAS TELECOM SERVICES INC. DBA (FOR,26/05/2015 12:39
CN3095542,Data Centre Fibre Infrastructure,Defence Materiel Organisation,26-May-15,Data Voice or Multimedia Network Equipment or Platforms and Accessories,13-May-15,15-Jun-15,1204402.2,,PACIFIC DATACOM,26/05/2015 12:43
CN3210102,Contractor Services,Defence Materiel Organisation,30-Jun-15,Communications Devices and Accessories,5-Nov-14,30-Jul-15,3443999.99,,LOCKHEED MARTIN AUSTRALIA PTY LTD,30/06/2015 11:10
CN3210772,"Base Operation, Maintenance & Support Services",Defence Materiel Organisation,30-Jun-15,Communications Devices and Accessories,3-Jul-14,4-Nov-18,817433.09,RFT 10/007 (ES),RAYTHEON AUSTRALIA PTY LTD,30/06/2015 11:25
CN3210792,"Base Operation, Maintenance & Support Services",Defence Materiel Organisation,30-Jun-15,Communications Devices and Accessories,7-May-14,4-Nov-18,809307.1,RFT 10/007 (ES),RAYTHEON AUSTRALIA PTY LTD,30/06/2015 11:26
CN2820592,Intercommunication systems for military vehicles,Defence Materiel Organisation,27-Jan-15,Communications Devices and Accessories,12-Jan-15,9-Nov-15,2270557.59,,THALES AUSTRALIA LTD,27/01/2015 11:17
CN2821642,Provision of Tactical Range Extension System - Line of Sight Repeaters,Defence Materiel Organisation,27-Jan-15,Communications Devices and Accessories,16-Jan-15,26-Feb-16,4670915.3,DMOLSD/RFT0113/2012,HARRIS CORPORATION DBA HARRIS RF CO,27/01/2015 11:24
CN2821902,Intercommunication systems for military vehicles,Defence Materiel Organisation,27-Jan-15,Communications Devices and Accessories,12-Jan-15,9-Nov-15,563392.7,,THALES AUSTRALIA LTD,27/01/2015 11:26
CN2822312,Large Scale Computer System for Future Submarines,Defence Materiel Organisation,27-Jan-15,Computers,14-Jan-15,30-Jun-15,3344234.73,DMOFSP/RFT0177/2013,RTDS TECHNOLOGIES INC,27/01/2015 11:28
CN3255912,Acquisition and Support of Radio Systems in support of the Australian Defence Force,Defence Materiel Organisation,10-Jul-15,Communications Devices and Accessories,30-Jun-15,30-Jun-15,2885778.66,,HARRIS CORPORATION DBA HARRIS RF CO,10/07/2015 13:21
CN2890072,Acquisition of Combat Net Radios and Ancillaries.,Defence Materiel Organisation,3-Mar-15,Communications Devices and Accessories,26-Feb-15,3-Dec-15,2342920.48,,HARRIS CORPORATION DBA HARRIS RF CO,3/03/2015 9:57
CN2891902,Acquisition and Support of Radio Systems in support of the Australian Defence Force,Defence Materiel Organisation,3-Mar-15,Communications Devices and Accessories,26-Feb-15,30-Jun-15,8875039.33,,HARRIS CORPORATION DBA HARRIS RF CO,3/03/2015 10:11
CN2892392,Acquisition of Combat Net Radio and associated ancillaries,Defence Materiel Organisation,3-Mar-15,Communications Devices and Accessories,26-Feb-15,30-Aug-15,7055387.73,,HARRIS CORPORATION DBA HARRIS RF CO,3/03/2015 10:15
CN2893522,ANZAC Ship Communication System,Defence Materiel Organisation,3-Mar-15,Data Voice or Multimedia Network Equipment or Platforms and Accessories,26-Feb-15,29-Sep-22,7498781.81,RFT 11/003,SELEX ES LTD,3/03/2015 10:25
CN2894952,Foreign Military Sales Case for military communication system maintenance.,Defence Materiel Organisation,3-Mar-15,Communications Devices and Accessories,26-Feb-15,30-Jun-16,552173.78,,FMS ACCOUNT,3/03/2015 10:47
CN2894972,Procurement of cryptographic equipment,Defence Materiel Organisation,3-Mar-15,Communications Devices and Accessories,21-Feb-14,30-Jun-16,661236.25,,FMS ACCOUNT,3/03/2015 10:47
CN2895022,Secure Communication Equipment,Defence Materiel Organisation,3-Mar-15,Communications Devices and Accessories,24-Feb-15,30-Jun-19,1088054.86,,FMS ACCOUNT,3/03/2015 10:48
CN2895312,Network Security Equipment,Defence Materiel Organisation,3-Mar-15,Network security equipment,16-Feb-15,18-Mar-15,873114,,FUJITSU AUSTRALIA LIMITED,3/03/2015 10:52
CN2966602,Acquisition of Tactical Data Radios & ancillaries.,Defence Materiel Organisation,7-Apr-15,Communications Devices and Accessories,26-Feb-15,12-Jun-15,1635239.48,,RAYTHEON AUST PTY LTD,7/04/2015 12:59
CN2966702,Acquisition of Combat Net Radios and Ancillaries,Defence Materiel Organisation,7-Apr-15,Communications Devices and Accessories,26-Feb-15,11-Aug-15,9597900.31,,HARRIS CORPORATION DBA HARRIS RF CO,7/04/2015 13:01
CN2969232,Computer Equipment and Accessories,Defence Materiel Organisation,7-Apr-15,Computer Equipment and Accessories,26-Mar-15,24-Apr-15,671888.02,DA12/2013,TELSTRA CORPORATION LIMITED,7/04/2015 13:25
CN2969612,Software Licences,Defence Materiel Organisation,7-Apr-15,Software,25-Mar-15,30-Jun-15,1752923.55,,GENERAL DYNAMICS MEDIAWARE,7/04/2015 13:27
CN3046672,Vehicular Intercom Systems,Defence Materiel Organisation,12-May-15,Communications Devices and Accessories,29-Apr-15,28-Aug-15,17178536.8,,HARRIS CORPORATION DBA HARRIS RF CO,12/05/2015 10:12
CN3047982,Software contract support,Defence Materiel Organisation,12-May-15,Software,6-May-15,31-May-15,781884.68,01/09 ESD,THALES AUSTRALIA,12/05/2015 10:22
CN3048042,Contract period extension maintenance and support services for Single Channel Radio Systems.,Defence Materiel Organisation,12-May-15,Communications Devices and Accessories,30-May-13,30-Jun-16,1451462.8,,THALES AUSTRALIA LTD,12/05/2015 10:22
CN3049822,Attrition Spares,Defence Materiel Organisation,12-May-15,Communications Devices and Accessories,1-May-15,31-Oct-15,4926515.52,,HARRIS CORPORATION DBA HARRIS RF CO,12/05/2015 10:36
CN3050152,Satellite Communications Equipment,Defence Materiel Organisation,12-May-15,Communications Devices and Accessories,29-Apr-15,30-Jun-15,2216247.14,,RAYTHEON AUSTRALIA PTY LTD,12/05/2015 10:39
